kind,name,detail,position,data_type,is_nullable,column_default
fk,documents,uploaded_by,null,user_profiles.id,NO ACTION,documents_uploaded_by_fkey
fk,draw_requests,created_by,null,user_profiles.id,NO ACTION,draw_requests_created_by_fkey
fk,draw_requests,draw_schedule_id,null,draw_schedules.id,CASCADE,draw_requests_draw_schedule_id_fkey
fk,draw_requests,job_id,null,jobs.id,NO ACTION,draw_requests_job_id_fkey
fk,draw_requests,pdf_document_id,null,documents.id,NO ACTION,draw_requests_pdf_document_id_fkey
fk,draw_requests,tenant_id,null,tenants.id,CASCADE,draw_requests_tenant_id_fkey
fk,draw_schedules,job_id,null,jobs.id,CASCADE,draw_schedules_job_id_fkey
fk,draw_schedules,tenant_id,null,tenants.id,CASCADE,draw_schedules_tenant_id_fkey
fk,estimate_line_items,account_id,null,accounts.id,NO ACTION,estimate_line_items_account_id_fkey
fk,estimate_line_items,estimate_id,null,estimates.id,CASCADE,estimate_line_items_estimate_id_fkey
fk,estimate_line_items,section_id,null,estimate_sections.id,NO ACTION,estimate_line_items_section_id_fkey
fk,estimate_line_items,template_id,null,line_item_templates.id,NO ACTION,estimate_line_items_template_id_fkey
fk,estimate_line_items,tenant_id,null,tenants.id,CASCADE,estimate_line_items_tenant_id_fkey
fk,estimate_sections,estimate_id,null,estimates.id,CASCADE,estimate_sections_estimate_id_fkey
fk,estimate_sections,tenant_id,null,tenants.id,CASCADE,estimate_sections_tenant_id_fkey
fk,estimates,created_by,null,user_profiles.id,NO ACTION,estimates_created_by_fkey
fk,estimates,customer_id,null,customers.id,NO ACTION,estimates_customer_id_fkey
fk,estimates,job_id,null,jobs.id,NO ACTION,estimates_job_id_fkey
fk,estimates,parent_id,null,estimates.id,NO ACTION,estimates_parent_id_fkey
fk,estimates,signature_document_id,null,documents.id,NO ACTION,estimates_signature_document_id_fkey
fk,estimates,tenant_id,null,tenants.id,CASCADE,estimates_tenant_id_fkey
fk,expense_items,account_id,null,accounts.id,SET NULL,expense_items_account_id_fkey
fk,expense_items,expense_id,null,expenses.id,CASCADE,expense_items_expense_id_fkey
fk,expense_items,job_id,null,jobs.id,SET NULL,expense_items_job_id_fkey
fk,expense_items,tenant_id,null,tenants.id,CASCADE,expense_items_tenant_id_fkey
fk,expenses,job_id,null,jobs.id,SET NULL,expenses_job_id_fkey
fk,expenses,journal_entry_id,null,journal_entries.id,SET NULL,expenses_journal_entry_id_fkey
fk,expenses,tenant_id,null,tenants.id,CASCADE,expenses_tenant_id_fkey
fk,expenses,vendor_id,null,vendors.id,SET NULL,expenses_vendor_id_fkey
fk,gps_checkins,job_id,null,jobs.id,NO ACTION,gps_checkins_job_id_fkey
fk,gps_checkins,project_id,null,projects.id,NO ACTION,gps_checkins_project_id_fkey
fk,gps_checkins,tenant_id,null,tenants.id,CASCADE,gps_checkins_tenant_id_fkey
fk,gps_checkins,user_id,null,user_profiles.id,NO ACTION,gps_checkins_user_id_fkey
fk,invoice_items,account_id,null,accounts.id,SET NULL,invoice_items_account_id_fkey
fk,invoice_items,invoice_id,null,invoices.id,CASCADE,invoice_items_invoice_id_fkey
fk,invoice_items,linked_expense_item_id,null,expense_items.id,SET NULL,invoice_items_linked_expense_item_id_fkey
fk,invoice_items,tenant_id,null,tenants.id,CASCADE,invoice_items_tenant_id_fkey
fk,invoices,customer_id,null,customers.id,NO ACTION,invoices_customer_id_fkey
fk,invoices,draw_request_id,null,draw_requests.id,NO ACTION,invoices_draw_request_fkey
fk,invoices,job_id,null,jobs.id,SET NULL,invoices_job_id_fkey
fk,invoices,journal_entry_id,null,journal_entries.id,SET NULL,invoices_journal_entry_id_fkey
fk,invoices,milestone_id,null,milestones.id,NO ACTION,invoices_milestone_id_fkey
fk,invoices,pdf_document_id,null,documents.id,NO ACTION,invoices_pdf_document_fkey
fk,invoices,tenant_id,null,tenants.id,CASCADE,invoices_tenant_id_fkey
fk,job_change_orders,job_id,null,jobs.id,CASCADE,job_change_orders_job_id_fkey
fk,job_change_orders,signature_document_id,null,documents.id,NO ACTION,jco_signature_document_fkey
fk,job_change_orders,tenant_id,null,tenants.id,CASCADE,job_change_orders_tenant_id_fkey
fk,jobs,customer_id,null,customers.id,NO ACTION,jobs_customer_id_fkey
fk,jobs,tenant_id,null,tenants.id,CASCADE,jobs_tenant_id_fkey
fk,journal_entries,tenant_id,null,tenants.id,CASCADE,journal_entries_tenant_id_fkey
fk,journal_lines,account_id,null,accounts.id,SET NULL,journal_lines_account_id_fkey
fk,journal_lines,job_id,null,jobs.id,SET NULL,journal_lines_job_id_fkey
fk,journal_lines,journal_entry_id,null,journal_entries.id,CASCADE,journal_lines_journal_entry_id_fkey
fk,journal_lines,tenant_id,null,tenants.id,CASCADE,journal_lines_tenant_id_fkey
fk,lien_waivers,document_id,null,documents.id,NO ACTION,lien_waivers_document_id_fkey
fk,lien_waivers,project_id,null,projects.id,CASCADE,lien_waivers_project_id_fkey
fk,lien_waivers,purchase_order_id,null,purchase_orders.id,NO ACTION,lien_waivers_po_fkey
fk,lien_waivers,subcontractor_id,null,subcontractors.id,NO ACTION,lien_waivers_subcontractor_id_fkey
fk,lien_waivers,tenant_id,null,tenants.id,CASCADE,lien_waivers_tenant_id_fkey
fk,line_item_templates,default_account_id,null,accounts.id,NO ACTION,line_item_templates_default_account_id_fkey
fk,line_item_templates,tenant_id,null,tenants.id,CASCADE,line_item_templates_tenant_id_fkey
fk,message_threads,created_by,null,user_profiles.id,NO ACTION,message_threads_created_by_fkey
fk,message_threads,project_id,null,projects.id,CASCADE,message_threads_project_id_fkey
fk,message_threads,tenant_id,null,tenants.id,CASCADE,message_threads_tenant_id_fkey
fk,messages,sender_id,null,user_profiles.id,NO ACTION,messages_sender_id_fkey
fk,messages,tenant_id,null,tenants.id,CASCADE,messages_tenant_id_fkey
fk,messages,thread_id,null,message_threads.id,CASCADE,messages_thread_id_fkey
fk,milestones,client_approved_by,null,user_profiles.id,NO ACTION,milestones_client_approved_by_fkey
fk,milestones,linked_draw_id,null,draw_requests.id,NO ACTION,milestones_linked_draw_fkey
fk,milestones,phase_id,null,project_phases.id,NO ACTION,milestones_phase_id_fkey
fk,milestones,project_id,null,projects.id,CASCADE,milestones_project_id_fkey
fk,milestones,tenant_id,null,tenants.id,CASCADE,milestones_tenant_id_fkey
fk,notification_templates,tenant_id,null,tenants.id,CASCADE,notification_templates_tenant_id_fkey
fk,notifications,tenant_id,null,tenants.id,CASCADE,notifications_tenant_id_fkey
fk,notifications,user_id,null,user_profiles.id,NO ACTION,notifications_user_id_fkey
fk,payments,deposit_account_id,null,accounts.id,SET NULL,payments_deposit_account_id_fkey
fk,payments,invoice_id,null,invoices.id,NO ACTION,payments_invoice_id_fkey
fk,payments,journal_entry_id,null,journal_entries.id,SET NULL,payments_journal_entry_id_fkey
fk,payments,tenant_id,null,tenants.id,CASCADE,payments_tenant_id_fkey
fk,project_members,project_id,null,projects.id,CASCADE,project_members_project_id_fkey
fk,project_members,tenant_id,null,tenants.id,CASCADE,project_members_tenant_id_fkey
fk,project_members,user_id,null,user_profiles.id,NO ACTION,project_members_user_id_fkey
fk,project_phases,project_id,null,projects.id,CASCADE,project_phases_project_id_fkey
fk,project_phases,tenant_id,null,tenants.id,CASCADE,project_phases_tenant_id_fkey
fk,project_templates,tenant_id,null,tenants.id,CASCADE,project_templates_tenant_id_fkey
fk,projects,created_by,null,user_profiles.id,NO ACTION,projects_created_by_fkey
fk,projects,job_id,null,jobs.id,NO ACTION,projects_job_id_fkey
fk,projects,tenant_id,null,tenants.id,CASCADE,projects_tenant_id_fkey
fk,punch_list_items,assigned_to,null,user_profiles.id,NO ACTION,punch_list_items_assigned_to_fkey
fk,punch_list_items,created_by,null,user_profiles.id,NO ACTION,punch_list_items_created_by_fkey
fk,punch_list_items,project_id,null,projects.id,CASCADE,punch_list_items_project_id_fkey
fk,punch_list_items,subcontractor_id,null,subcontractors.id,NO ACTION,punch_list_items_subcontractor_id_fkey
fk,punch_list_items,tenant_id,null,tenants.id,CASCADE,punch_list_items_tenant_id_fkey
fk,purchase_orders,budget_line_item_id,null,budget_line_items.id,NO ACTION,purchase_orders_budget_line_item_fkey
fk,purchase_orders,created_by,null,user_profiles.id,NO ACTION,purchase_orders_created_by_fkey
fk,purchase_orders,document_id,null,documents.id,NO ACTION,purchase_orders_document_id_fkey
fk,purchase_orders,job_id,null,jobs.id,CASCADE,purchase_orders_job_id_fkey
fk,purchase_orders,subcontract_id,null,subcontracts.id,NO ACTION,purchase_orders_subcontract_id_fkey
fk,purchase_orders,subcontractor_id,null,subcontractors.id,NO ACTION,purchase_orders_subcontractor_id_fkey
fk,purchase_orders,tenant_id,null,tenants.id,CASCADE,purchase_orders_tenant_id_fkey
fk,purchase_orders,vendor_id,null,vendors.id,NO ACTION,purchase_orders_vendor_id_fkey
fk,retainage_releases,expense_id,null,expenses.id,NO ACTION,retainage_releases_expense_id_fkey
fk,retainage_releases,purchase_order_id,null,purchase_orders.id,NO ACTION,retainage_releases_purchase_order_id_fkey
fk,retainage_releases,tenant_id,null,tenants.id,CASCADE,retainage_releases_tenant_id_fkey
fk,rfis,assigned_to,null,user_profiles.id,NO ACTION,rfis_assigned_to_fkey
fk,rfis,project_id,null,projects.id,CASCADE,rfis_project_id_fkey
fk,rfis,submitted_by,null,user_profiles.id,NO ACTION,rfis_submitted_by_fkey
fk,rfis,tenant_id,null,tenants.id,CASCADE,rfis_tenant_id_fkey
fk,schedule_items,assigned_to,null,user_profiles.id,NO ACTION,schedule_items_assigned_to_fkey
fk,schedule_items,milestone_id,null,milestones.id,NO ACTION,schedule_items_milestone_id_fkey
fk,schedule_items,phase_id,null,project_phases.id,NO ACTION,schedule_items_phase_id_fkey
fk,schedule_items,project_id,null,projects.id,CASCADE,schedule_items_project_id_fkey
fk,schedule_items,subcontractor_id,null,subcontractors.id,NO ACTION,schedule_items_subcontractor_id_fkey
fk,schedule_items,tenant_id,null,tenants.id,CASCADE,schedule_items_tenant_id_fkey
fk,selection_categories,budget_line_item_id,null,budget_line_items.id,NO ACTION,selection_categories_budget_line_item_id_fkey
fk,selection_categories,phase_id,null,project_phases.id,NO ACTION,selection_categories_phase_id_fkey
fk,selection_categories,project_id,null,projects.id,CASCADE,selection_categories_project_id_fkey
fk,selection_categories,tenant_id,null,tenants.id,CASCADE,selection_categories_tenant_id_fkey
fk,selection_options,category_id,null,selection_categories.id,CASCADE,selection_options_category_id_fkey
fk,sequences,tenant_id,null,tenants.id,CASCADE,sequences_tenant_id_fkey
fk,settings,tenant_id,null,tenants.id,CASCADE,settings_tenant_id_fkey
fk,subcontract_change_orders,subcontract_id,null,subcontracts.id,CASCADE,subcontract_change_orders_subcontract_id_fkey
fk,subcontract_change_orders,tenant_id,null,tenants.id,CASCADE,subcontract_change_orders_tenant_id_fkey
fk,subcontract_invoices,subcontract_id,null,subcontracts.id,CASCADE,subcontract_invoices_subcontract_id_fkey
fk,subcontract_invoices,tenant_id,null,tenants.id,CASCADE,subcontract_invoices_tenant_id_fkey
fk,subcontractor_trades,subcontractor_id,null,subcontractors.id,CASCADE,subcontractor_trades_subcontractor_id_fkey
fk,subcontractor_trades,tenant_id,null,tenants.id,CASCADE,subcontractor_trades_tenant_id_fkey
fk,subcontractors,tenant_id,null,tenants.id,CASCADE,subcontractors_tenant_id_fkey
fk,subcontracts,job_id,null,jobs.id,SET NULL,subcontracts_job_id_fkey
fk,subcontracts,subcontractor_id,null,subcontractors.id,NO ACTION,subcontracts_subcontractor_id_fkey
fk,subcontracts,tenant_id,null,tenants.id,CASCADE,subcontracts_tenant_id_fkey
fk,submittals,project_id,null,projects.id,CASCADE,submittals_project_id_fkey
fk,submittals,reviewed_by,null,user_profiles.id,NO ACTION,submittals_reviewed_by_fkey
fk,submittals,submitted_by,null,user_profiles.id,NO ACTION,submittals_submitted_by_fkey
fk,submittals,tenant_id,null,tenants.id,CASCADE,submittals_tenant_id_fkey
fk,task_dependencies,depends_on_id,null,schedule_items.id,CASCADE,task_dependencies_depends_on_id_fkey
fk,task_dependencies,project_id,null,projects.id,CASCADE,task_dependencies_project_id_fkey
fk,task_dependencies,task_id,null,schedule_items.id,CASCADE,task_dependencies_task_id_fkey
fk,template_phases,template_id,null,project_templates.id,CASCADE,template_phases_template_id_fkey
fk,template_tasks,phase_id,null,template_phases.id,NO ACTION,template_tasks_phase_id_fkey
fk,template_tasks,template_id,null,project_templates.id,CASCADE,template_tasks_template_id_fkey
fk,tenant_members,invited_by,null,user_profiles.id,NO ACTION,tenant_members_invited_by_fkey
fk,tenant_members,tenant_id,null,tenants.id,CASCADE,tenant_members_tenant_id_fkey
fk,tenant_members,user_id,null,user_profiles.id,CASCADE,tenant_members_user_id_fkey
fk,time_entries,approved_by,null,user_profiles.id,NO ACTION,time_entries_approved_by_fkey
fk,time_entries,expense_item_id,null,expense_items.id,NO ACTION,time_entries_expense_item_id_fkey
fk,time_entries,job_id,null,jobs.id,CASCADE,time_entries_job_id_fkey
fk,time_entries,project_id,null,projects.id,NO ACTION,time_entries_project_id_fkey
fk,time_entries,tenant_id,null,tenants.id,CASCADE,time_entries_tenant_id_fkey
fk,time_entries,user_id,null,user_profiles.id,NO ACTION,time_entries_user_id_fkey
fk,vendors,default_expense_account_id,null,accounts.id,SET NULL,vendors_default_expense_account_id_fkey
fk,vendors,tenant_id,null,tenants.id,CASCADE,vendors_tenant_id_fkey
fk,warranty_claims,assigned_to,null,user_profiles.id,NO ACTION,warranty_claims_assigned_to_fkey
fk,warranty_claims,customer_id,null,customers.id,NO ACTION,warranty_claims_customer_id_fkey
fk,warranty_claims,project_id,null,projects.id,CASCADE,warranty_claims_project_id_fkey
fk,warranty_claims,subcontractor_id,null,subcontractors.id,NO ACTION,warranty_claims_subcontractor_id_fkey
fk,warranty_claims,tenant_id,null,tenants.id,CASCADE,warranty_claims_tenant_id_fkey
